,HKUST-1,Cu(BDC),Cu(BPDC),Cu(BDC)(dabco),Concentration,Type
484,0.247,0.317,0.112,0.385,200ppm,1-Propanol
485,0.235,0.296,0.118,0.377,200ppm,1-Propanol
486,0.247,0.314,0.124,0.385,200ppm,1-Propanol
487,0.242,0.31,0.126,0.38,200ppm,1-Propanol
488,0.245,0.318,0.119,0.37,200ppm,1-Propanol
489,0.249,0.304,0.122,0.385,200ppm,1-Propanol
490,0.249,0.315,0.119,0.383,200ppm,1-Propanol
491,0.237,0.317,0.115,0.38,200ppm,1-Propanol
492,0.245,0.316,0.121,0.382,200ppm,1-Propanol
493,0.246,0.305,0.126,0.378,200ppm,1-Propanol
494,0.241,0.302,0.116,0.379,200ppm,1-Propanol
495,0.25,0.3,0.112,0.385,200ppm,1-Propanol
496,0.242,0.313,0.122,0.382,200ppm,1-Propanol
497,0.248,0.31,0.121,0.38,200ppm,1-Propanol
498,0.242,0.316,0.123,0.373,200ppm,1-Propanol
499,0.236,0.316,0.11,0.383,200ppm,1-Propanol
500,0.239,0.312,0.123,0.381,200ppm,1-Propanol
501,0.247,0.299,0.126,0.377,200ppm,1-Propanol
502,0.248,0.313,0.119,0.382,200ppm,1-Propanol
503,0.244,0.3,0.122,0.37,200ppm,1-Propanol
504,0.249,0.298,0.112,0.377,200ppm,1-Propanol
505,0.239,0.3,0.115,0.375,200ppm,1-Propanol
506,0.243,0.298,0.118,0.384,200ppm,1-Propanol
507,0.247,0.311,0.116,0.37,200ppm,1-Propanol
508,0.239,0.306,0.123,0.381,200ppm,1-Propanol
509,0.248,0.298,0.11,0.384,200ppm,1-Propanol
510,0.236,0.305,0.112,0.372,200ppm,1-Propanol
511,0.241,0.309,0.12,0.385,200ppm,1-Propanol
512,0.249,0.308,0.116,0.378,200ppm,1-Propanol
513,0.238,0.304,0.118,0.377,200ppm,1-Propanol
514,0.242,0.304,0.118,0.373,200ppm,1-Propanol
515,0.236,0.3,0.12,0.376,200ppm,1-Propanol
516,0.235,0.306,0.12,0.378,200ppm,1-Propanol
517,0.25,0.311,0.124,0.381,200ppm,1-Propanol
518,0.238,0.297,0.115,0.375,200ppm,1-Propanol
519,0.238,0.306,0.121,0.372,200ppm,1-Propanol
520,0.236,0.318,0.123,0.37,200ppm,1-Propanol
521,0.243,0.303,0.12,0.37,200ppm,1-Propanol
522,0.247,0.305,0.119,0.384,200ppm,1-Propanol
523,0.236,0.301,0.116,0.38,200ppm,1-Propanol
524,0.242,0.302,0.116,0.382,200ppm,1-Propanol
525,0.249,0.31,0.125,0.381,200ppm,1-Propanol
526,0.24,0.313,0.11,0.38,200ppm,1-Propanol
527,0.236,0.301,0.117,0.384,200ppm,1-Propanol
528,0.235,0.315,0.113,0.377,200ppm,1-Propanol
529,0.245,0.317,0.115,0.375,200ppm,1-Propanol
530,0.239,0.316,0.126,0.37,200ppm,1-Propanol
531,0.248,0.315,0.115,0.375,200ppm,1-Propanol
532,0.246,0.299,0.111,0.383,200ppm,1-Propanol
533,0.236,0.303,0.125,0.376,200ppm,1-Propanol
534,0.242,0.301,0.115,0.375,200ppm,1-Propanol
535,0.245,0.298,0.113,0.374,200ppm,1-Propanol
536,0.248,0.316,0.115,0.37,200ppm,1-Propanol
537,0.246,0.302,0.122,0.371,200ppm,1-Propanol
538,0.241,0.318,0.119,0.375,200ppm,1-Propanol
539,0.249,0.311,0.111,0.373,200ppm,1-Propanol
540,0.245,0.311,0.114,0.371,200ppm,1-Propanol
541,0.25,0.301,0.117,0.378,200ppm,1-Propanol
542,0.249,0.315,0.111,0.378,200ppm,1-Propanol
543,0.237,0.313,0.113,0.376,200ppm,1-Propanol
544,0.246,0.311,0.123,0.385,200ppm,1-Propanol
545,0.244,0.318,0.121,0.381,200ppm,1-Propanol
546,0.236,0.299,0.117,0.379,200ppm,1-Propanol
547,0.247,0.31,0.124,0.37,200ppm,1-Propanol
548,0.249,0.315,0.115,0.372,200ppm,1-Propanol
549,0.245,0.314,0.12,0.382,200ppm,1-Propanol
550,0.238,0.31,0.117,0.373,200ppm,1-Propanol
551,0.237,0.315,0.115,0.376,200ppm,1-Propanol
552,0.245,0.306,0.123,0.376,200ppm,1-Propanol
553,0.244,0.304,0.122,0.381,200ppm,1-Propanol
554,0.24,0.305,0.11,0.374,200ppm,1-Propanol
555,0.248,0.307,0.124,0.382,200ppm,1-Propanol
556,0.248,0.302,0.12,0.385,200ppm,1-Propanol
557,0.25,0.315,0.116,0.382,200ppm,1-Propanol
558,0.236,0.311,0.112,0.379,200ppm,1-Propanol
559,0.238,0.302,0.117,0.385,200ppm,1-Propanol
560,0.25,0.307,0.11,0.384,200ppm,1-Propanol
561,0.247,0.302,0.117,0.372,200ppm,1-Propanol
562,0.237,0.298,0.11,0.378,200ppm,1-Propanol
563,0.248,0.31,0.119,0.373,200ppm,1-Propanol
564,0.237,0.305,0.124,0.372,200ppm,1-Propanol
565,0.246,0.315,0.125,0.381,200ppm,1-Propanol
566,0.244,0.306,0.126,0.385,200ppm,1-Propanol
567,0.243,0.309,0.119,0.378,200ppm,1-Propanol
568,0.247,0.308,0.115,0.372,200ppm,1-Propanol
569,0.244,0.311,0.118,0.377,200ppm,1-Propanol
570,0.244,0.314,0.126,0.382,200ppm,1-Propanol
571,0.241,0.31,0.112,0.371,200ppm,1-Propanol
572,0.241,0.314,0.118,0.376,200ppm,1-Propanol
573,0.237,0.296,0.122,0.37,200ppm,1-Propanol
574,0.241,0.299,0.125,0.385,200ppm,1-Propanol
575,0.248,0.298,0.11,0.385,200ppm,1-Propanol
576,0.245,0.298,0.112,0.38,200ppm,1-Propanol
577,0.245,0.305,0.117,0.374,200ppm,1-Propanol
578,0.242,0.308,0.12,0.385,200ppm,1-Propanol
579,0.246,0.299,0.111,0.372,200ppm,1-Propanol
580,0.239,0.309,0.126,0.378,200ppm,1-Propanol
581,0.235,0.318,0.121,0.374,200ppm,1-Propanol
582,0.236,0.303,0.118,0.37,200ppm,1-Propanol
583,0.237,0.31,0.11,0.37,200ppm,1-Propanol
584,0.241,0.308,0.122,0.373,200ppm,1-Propanol
585,0.24,0.299,0.116,0.377,200ppm,1-Propanol
586,0.25,0.299,0.115,0.373,200ppm,1-Propanol
587,0.247,0.301,0.121,0.376,200ppm,1-Propanol
588,0.239,0.314,0.117,0.38,200ppm,1-Propanol
589,0.248,0.307,0.113,0.373,200ppm,1-Propanol
590,0.249,0.309,0.122,0.382,200ppm,1-Propanol
591,0.247,0.313,0.115,0.375,200ppm,1-Propanol
592,0.238,0.307,0.117,0.381,200ppm,1-Propanol
593,0.248,0.317,0.115,0.379,200ppm,1-Propanol
594,0.241,0.307,0.118,0.378,200ppm,1-Propanol
595,0.245,0.309,0.125,0.381,200ppm,1-Propanol
596,0.249,0.297,0.116,0.379,200ppm,1-Propanol
597,0.242,0.302,0.12,0.378,200ppm,1-Propanol
598,0.249,0.296,0.111,0.375,200ppm,1-Propanol
599,0.244,0.309,0.125,0.379,200ppm,1-Propanol
600,0.236,0.3,0.124,0.384,200ppm,1-Propanol
601,0.238,0.3,0.12,0.376,200ppm,1-Propanol
602,0.243,0.3,0.117,0.374,200ppm,1-Propanol
603,0.25,0.304,0.119,0.372,200ppm,1-Propanol
604,0.114,0.154,0.099,0.194,200ppm,1-Butanol
605,0.105,0.175,0.089,0.184,200ppm,Methanol
606,0.106,0.172,0.091,0.186,200ppm,Methanol
607,0.109,0.173,0.083,0.188,200ppm,Methanol
608,0.101,0.159,0.098,0.187,200ppm,Methanol
609,0.116,0.153,0.096,0.195,200ppm,Ethanol
610,0.101,0.169,0.083,0.184,200ppm,Ethanol
611,0.119,0.162,0.097,0.195,200ppm,Ethanol
612,0.111,0.153,0.096,0.186,200ppm,Ethanol
613,0.106,0.16,0.082,0.188,200ppm,Ethanol
614,0.108,0.169,0.098,0.183,200ppm,Ethanol
615,0.107,0.159,0.085,0.194,200ppm,Ethanol
616,0.113,0.153,0.099,0.188,200ppm,1-Propanol
617,0.124,0.172,0.092,0.185,200ppm,1-Propanol
618,0.111,0.165,0.091,0.195,200ppm,1-Propanol
619,0.123,0.162,0.084,0.18,200ppm,1-Propanol
620,0.108,0.153,0.081,0.195,200ppm,1-Propanol
621,0.115,0.164,0.101,0.192,200ppm,1-Propanol
622,0.112,0.173,0.087,0.188,200ppm,1-Propanol
623,0.101,0.156,0.082,0.19,200ppm,1-Propanol
624,0.119,0.175,0.09,0.187,200ppm,1-Butanol
625,0.11,0.151,0.085,0.18,200ppm,1-Butanol
626,0.107,0.164,0.085,0.189,200ppm,1-Butanol
627,0.109,0.163,0.095,0.186,200ppm,1-Butanol
628,0.113,0.15,0.099,0.185,200ppm,1-Butanol
629,0.11,0.174,0.098,0.192,200ppm,1-Butanol
630,0.125,0.15,0.09,0.192,200ppm,1-Butanol
631,0.102,0.151,0.091,0.192,200ppm,1-Butanol
632,0.108,0.155,0.1,0.187,200ppm,1-Butanol
633,0.114,0.167,0.084,0.191,200ppm,1-Butanol
634,0.102,0.163,0.088,0.188,200ppm,1-Butanol
635,0.104,0.155,0.083,0.193,200ppm,1-Butanol
636,0.1,0.158,0.08,0.188,200ppm,1-Butanol
637,0.114,0.166,0.104,0.184,200ppm,1-Butanol
638,0.11,0.169,0.099,0.183,200ppm,1-Butanol
639,0.121,0.171,0.092,0.186,200ppm,1-Butanol
640,0.108,0.15,0.093,0.192,200ppm,1-Butanol
641,0.101,0.158,0.09,0.182,200ppm,1-Butanol
642,0.112,0.167,0.089,0.185,200ppm,1-Butanol
643,0.108,0.153,0.091,0.19,200ppm,1-Butanol
644,0.125,0.173,0.098,0.189,200ppm,1-Butanol
645,0.119,0.17,0.086,0.181,200ppm,1-Butanol
646,0.116,0.166,0.092,0.191,200ppm,1-Butanol
647,0.117,0.163,0.08,0.186,200ppm,1-Butanol
648,0.122,0.15,0.081,0.19,200ppm,1-Butanol
649,0.123,0.17,0.086,0.187,200ppm,1-Butanol
650,0.104,0.158,0.099,0.187,200ppm,1-Butanol
651,0.12,0.154,0.098,0.189,200ppm,1-Butanol
652,0.121,0.175,0.094,0.189,200ppm,1-Butanol
653,0.116,0.161,0.105,0.185,200ppm,1-Butanol
654,0.116,0.167,0.093,0.19,200ppm,1-Butanol
655,0.125,0.151,0.089,0.192,200ppm,1-Butanol
656,0.119,0.154,0.092,0.182,200ppm,1-Butanol
657,0.102,0.156,0.09,0.194,200ppm,1-Butanol
658,0.117,0.168,0.092,0.189,200ppm,1-Butanol
659,0.103,0.169,0.099,0.185,200ppm,1-Butanol
660,0.103,0.161,0.093,0.193,200ppm,1-Butanol
661,0.117,0.154,0.086,0.186,200ppm,1-Butanol
662,0.125,0.168,0.104,0.195,200ppm,1-Butanol
663,0.109,0.16,0.092,0.182,200ppm,1-Butanol
664,0.105,0.174,0.08,0.186,200ppm,1-Butanol
665,0.107,0.168,0.095,0.19,200ppm,1-Butanol
666,0.105,0.158,0.08,0.181,200ppm,1-Butanol
667,0.112,0.162,0.099,0.191,200ppm,1-Butanol
668,0.122,0.168,0.092,0.195,200ppm,1-Butanol
669,0.106,0.173,0.085,0.184,200ppm,1-Butanol
670,0.103,0.157,0.085,0.192,200ppm,1-Butanol
671,0.119,0.163,0.095,0.186,200ppm,1-Butanol
672,0.125,0.156,0.09,0.188,200ppm,1-Butanol
673,0.102,0.175,0.095,0.191,200ppm,1-Butanol
674,0.104,0.174,0.096,0.191,200ppm,1-Butanol
675,0.104,0.154,0.105,0.193,200ppm,1-Butanol
676,0.11,0.163,0.089,0.192,200ppm,1-Butanol
677,0.113,0.166,0.099,0.183,200ppm,1-Butanol
678,0.101,0.154,0.099,0.192,200ppm,1-Butanol
679,0.125,0.17,0.103,0.19,200ppm,1-Butanol
680,0.122,0.166,0.092,0.189,200ppm,1-Butanol
681,0.12,0.175,0.083,0.187,200ppm,1-Butanol
682,0.101,0.175,0.098,0.19,200ppm,1-Butanol
683,0.116,0.167,0.08,0.184,200ppm,1-Butanol
684,0.121,0.175,0.088,0.181,200ppm,1-Butanol
685,0.105,0.169,0.103,0.182,200ppm,1-Butanol
686,0.121,0.15,0.085,0.192,200ppm,1-Butanol
687,0.11,0.164,0.097,0.194,200ppm,1-Butanol
688,0.108,0.163,0.085,0.185,200ppm,1-Butanol
689,0.11,0.153,0.105,0.191,200ppm,1-Butanol
690,0.111,0.156,0.082,0.19,200ppm,1-Butanol
691,0.125,0.156,0.088,0.19,200ppm,1-Butanol
692,0.122,0.152,0.102,0.187,200ppm,1-Butanol
693,0.1,0.153,0.091,0.183,200ppm,1-Butanol
694,0.122,0.162,0.084,0.181,200ppm,1-Butanol
695,0.104,0.154,0.098,0.192,200ppm,1-Butanol
696,0.123,0.151,0.099,0.187,200ppm,1-Butanol
697,0.119,0.159,0.099,0.184,200ppm,1-Butanol
698,0.106,0.151,0.1,0.184,200ppm,1-Butanol
699,0.122,0.171,0.099,0.182,200ppm,1-Butanol
700,0.102,0.166,0.097,0.191,200ppm,1-Butanol
701,0.105,0.165,0.084,0.183,200ppm,1-Butanol
702,0.111,0.161,0.089,0.189,200ppm,1-Butanol
703,0.122,0.158,0.096,0.185,200ppm,1-Butanol
704,0.118,0.154,0.088,0.185,200ppm,1-Butanol
705,0.125,0.152,0.086,0.183,200ppm,1-Butanol
706,0.115,0.157,0.091,0.185,200ppm,1-Butanol
707,0.119,0.173,0.088,0.191,200ppm,1-Butanol
708,0.102,0.159,0.081,0.186,200ppm,1-Butanol
709,0.112,0.155,0.095,0.188,200ppm,1-Butanol
710,0.101,0.154,0.101,0.193,200ppm,1-Butanol
711,0.119,0.167,0.085,0.191,200ppm,1-Butanol
712,0.102,0.167,0.08,0.192,200ppm,1-Butanol
713,0.119,0.15,0.104,0.184,200ppm,1-Butanol
714,0.1,0.166,0.088,0.193,200ppm,1-Butanol
715,0.121,0.152,0.101,0.195,200ppm,1-Butanol
716,0.104,0.155,0.09,0.181,200ppm,1-Butanol
717,0.115,0.16,0.102,0.186,200ppm,1-Butanol
718,0.125,0.154,0.087,0.181,200ppm,1-Butanol
719,0.12,0.161,0.091,0.181,200ppm,1-Butanol
720,0.114,0.15,0.091,0.192,200ppm,1-Butanol
721,0.119,0.153,0.098,0.182,200ppm,1-Butanol
722,0.102,0.156,0.093,0.187,200ppm,1-Butanol
723,0.104,0.168,0.094,0.194,200ppm,1-Butanol
724,0.117,0.151,0.086,0.186,200ppm,1-Butanol
725,0.117,0.152,0.099,0.191,200ppm,1-Butanol
726,0.115,0.154,0.09,0.189,200ppm,1-Butanol
727,0.107,0.154,0.102,0.193,200ppm,1-Butanol
728,0.108,0.175,0.105,0.191,200ppm,1-Butanol
729,0.107,0.162,0.105,0.19,200ppm,1-Butanol
730,0.115,0.163,0.084,0.194,200ppm,1-Butanol
731,0.106,0.171,0.096,0.182,200ppm,1-Butanol
732,0.101,0.166,0.082,0.191,200ppm,1-Butanol
733,0.118,0.167,0.104,0.18,200ppm,1-Butanol
734,0.1,0.159,0.091,0.187,200ppm,1-Butanol
735,0.119,0.173,0.081,0.186,200ppm,1-Butanol
736,0.12,0.174,0.095,0.192,200ppm,1-Butanol
737,0.121,0.158,0.089,0.191,200ppm,1-Butanol
738,0.11,0.169,0.102,0.192,200ppm,1-Butanol
739,0.116,0.17,0.089,0.185,200ppm,1-Butanol
740,0.111,0.157,0.092,0.193,200ppm,1-Butanol
741,0.11,0.15,0.091,0.188,200ppm,1-Butanol
742,0.123,0.16,0.085,0.191,200ppm,1-Butanol
743,0.106,0.151,0.081,0.194,200ppm,1-Butanol
744,0.112,0.166,0.088,0.186,200ppm,1-Butanol
745,0.111,0.167,0.097,0.184,200ppm,1-Butanol
746,0.106,0.155,0.087,0.194,200ppm,1-Butanol
747,0.117,0.174,0.088,0.182,200ppm,1-Butanol
748,0.108,0.174,0.097,0.183,200ppm,1-Butanol
749,0.116,0.157,0.085,0.185,200ppm,1-Butanol
750,0.118,0.175,0.092,0.182,200ppm,1-Butanol
751,0.108,0.151,0.094,0.189,200ppm,1-Butanol
752,0.1,0.155,0.097,0.195,200ppm,1-Butanol
753,0.109,0.171,0.093,0.187,200ppm,1-Butanol
754,0.111,0.171,0.097,0.187,200ppm,1-Butanol
755,0.125,0.168,0.081,0.189,200ppm,1-Butanol
756,0.105,0.158,0.1,0.191,200ppm,1-Butanol
757,0.121,0.152,0.081,0.184,200ppm,1-Butanol
758,0.114,0.159,0.081,0.189,200ppm,1-Butanol
759,0.101,0.174,0.099,0.19,200ppm,1-Butanol
760,0.1,0.173,0.096,0.192,200ppm,1-Butanol
761,0.116,0.15,0.085,0.193,200ppm,1-Butanol
762,0.125,0.172,0.089,0.188,200ppm,1-Butanol
763,0.104,0.168,0.084,0.19,200ppm,1-Butanol
764,0.101,0.172,0.086,0.192,200ppm,1-Butanol
765,0.112,0.157,0.093,0.181,200ppm,1-Butanol
766,0.125,0.151,0.095,0.181,200ppm,1-Butanol
767,0.123,0.171,0.087,0.18,200ppm,1-Butanol
768,0.115,0.168,0.092,0.183,200ppm,1-Butanol
769,0.117,0.155,0.1,0.192,200ppm,1-Butanol
770,0.107,0.158,0.085,0.194,200ppm,1-Butanol
771,0.125,0.15,0.093,0.189,200ppm,1-Butanol
772,0.123,0.163,0.093,0.184,200ppm,1-Butanol
773,0.107,0.168,0.086,0.185,200ppm,1-Butanol
774,0.121,0.153,0.085,0.187,200ppm,1-Butanol
775,0.118,0.167,0.089,0.18,200ppm,1-Butanol
776,0.124,0.16,0.087,0.191,200ppm,1-Butanol
777,0.125,0.163,0.098,0.189,200ppm,1-Butanol
778,0.117,0.151,0.105,0.183,200ppm,1-Butanol
779,0.125,0.174,0.1,0.181,200ppm,1-Butanol
780,0.116,0.162,0.098,0.194,200ppm,1-Butanol
781,0.125,0.164,0.089,0.188,200ppm,1-Butanol
782,0.122,0.154,0.097,0.181,200ppm,1-Butanol
783,0.11,0.175,0.094,0.193,200ppm,1-Butanol
784,0.11,0.174,0.086,0.191,200ppm,1-Butanol
785,0.11,0.17,0.105,0.183,200ppm,1-Butanol
786,0.103,0.175,0.083,0.183,200ppm,1-Butanol
787,0.106,0.161,0.082,0.193,200ppm,1-Butanol
788,0.125,0.17,0.083,0.193,200ppm,1-Butanol
789,0.116,0.163,0.098,0.194,200ppm,1-Butanol
790,0.125,0.156,0.097,0.19,200ppm,1-Butanol
791,0.115,0.153,0.088,0.191,200ppm,1-Butanol
792,0.111,0.164,0.082,0.184,200ppm,1-Butanol
793,0.123,0.15,0.092,0.184,200ppm,1-Butanol
794,0.106,0.163,0.094,0.187,200ppm,1-Butanol
795,0.119,0.167,0.09,0.184,200ppm,1-Butanol
796,0.121,0.172,0.1,0.191,200ppm,1-Butanol
797,0.113,0.15,0.087,0.183,200ppm,1-Butanol
798,0.119,0.15,0.098,0.188,200ppm,1-Butanol
799,0.101,0.174,0.084,0.184,200ppm,1-Butanol
800,0.101,0.158,0.095,0.191,200ppm,1-Butanol
801,0.106,0.165,0.086,0.187,200ppm,1-Butanol
802,0.113,0.17,0.091,0.183,200ppm,1-Butanol
803,0.104,0.157,0.084,0.187,200ppm,1-Butanol
804,0.118,0.156,0.102,0.181,200ppm,1-Butanol
