,HKUST-1,Cu(BDC),Cu(BPDC),Cu(BDC)(dabco),Concentration,Type
484,0.442,0.633,0.23,0.773,400ppm,1-Propanol
485,0.435,0.635,0.237,0.749,400ppm,1-Propanol
486,0.435,0.649,0.236,0.771,400ppm,1-Propanol
487,0.446,0.642,0.241,0.75,400ppm,1-Propanol
488,0.443,0.634,0.233,0.737,400ppm,1-Propanol
489,0.445,0.645,0.241,0.734,400ppm,1-Propanol
490,0.44,0.63,0.236,0.77,400ppm,1-Propanol
491,0.442,0.646,0.249,0.753,400ppm,1-Propanol
492,0.441,0.645,0.248,0.754,400ppm,1-Propanol
493,0.441,0.634,0.24,0.735,400ppm,1-Propanol
494,0.443,0.632,0.247,0.757,400ppm,1-Propanol
495,0.447,0.65,0.238,0.759,400ppm,1-Propanol
496,0.448,0.638,0.249,0.731,400ppm,1-Propanol
497,0.443,0.639,0.241,0.775,400ppm,1-Propanol
498,0.443,0.637,0.243,0.753,400ppm,1-Propanol
499,0.446,0.64,0.255,0.741,400ppm,1-Propanol
500,0.439,0.646,0.237,0.771,400ppm,1-Propanol
501,0.439,0.646,0.254,0.756,400ppm,1-Propanol
502,0.441,0.644,0.242,0.737,400ppm,1-Propanol
503,0.445,0.643,0.236,0.74,400ppm,1-Propanol
504,0.438,0.636,0.25,0.751,400ppm,1-Propanol
505,0.446,0.638,0.23,0.774,400ppm,1-Propanol
506,0.448,0.652,0.237,0.733,400ppm,1-Propanol
507,0.443,0.633,0.245,0.765,400ppm,1-Propanol
508,0.44,0.633,0.25,0.757,400ppm,1-Propanol
509,0.448,0.639,0.255,0.736,400ppm,1-Propanol
510,0.446,0.631,0.25,0.76,400ppm,1-Propanol
511,0.436,0.645,0.248,0.762,400ppm,1-Propanol
512,0.447,0.64,0.238,0.756,400ppm,1-Propanol
513,0.439,0.636,0.234,0.753,400ppm,1-Propanol
514,0.446,0.64,0.236,0.769,400ppm,1-Propanol
515,0.441,0.639,0.246,0.762,400ppm,1-Propanol
516,0.441,0.636,0.238,0.746,400ppm,1-Propanol
517,0.437,0.648,0.253,0.756,400ppm,1-Propanol
518,0.45,0.632,0.236,0.732,400ppm,1-Propanol
519,0.44,0.643,0.248,0.749,400ppm,1-Propanol
520,0.443,0.643,0.252,0.746,400ppm,1-Propanol
521,0.449,0.644,0.245,0.775,400ppm,1-Propanol
522,0.45,0.64,0.243,0.751,400ppm,1-Propanol
523,0.445,0.642,0.254,0.764,400ppm,1-Propanol
524,0.442,0.648,0.243,0.744,400ppm,1-Propanol
525,0.45,0.646,0.254,0.742,400ppm,1-Propanol
526,0.443,0.633,0.251,0.759,400ppm,1-Propanol
527,0.435,0.646,0.251,0.772,400ppm,1-Propanol
528,0.443,0.646,0.243,0.749,400ppm,1-Propanol
529,0.443,0.63,0.255,0.731,400ppm,1-Propanol
530,0.438,0.643,0.255,0.758,400ppm,1-Propanol
531,0.441,0.639,0.252,0.755,400ppm,1-Propanol
532,0.436,0.65,0.24,0.758,400ppm,1-Propanol
533,0.445,0.642,0.236,0.745,400ppm,1-Propanol
534,0.446,0.647,0.249,0.758,400ppm,1-Propanol
535,0.438,0.635,0.239,0.749,400ppm,1-Propanol
536,0.438,0.631,0.253,0.734,400ppm,1-Propanol
537,0.444,0.631,0.233,0.738,400ppm,1-Propanol
538,0.447,0.637,0.234,0.758,400ppm,1-Propanol
539,0.449,0.646,0.235,0.767,400ppm,1-Propanol
540,0.45,0.652,0.25,0.741,400ppm,1-Propanol
541,0.449,0.632,0.239,0.763,400ppm,1-Propanol
542,0.437,0.648,0.236,0.77,400ppm,1-Propanol
543,0.447,0.641,0.251,0.75,400ppm,1-Propanol
544,0.435,0.65,0.231,0.743,400ppm,1-Propanol
545,0.44,0.631,0.236,0.745,400ppm,1-Propanol
546,0.437,0.643,0.248,0.756,400ppm,1-Propanol
547,0.45,0.641,0.236,0.739,400ppm,1-Propanol
548,0.441,0.635,0.236,0.76,400ppm,Methanol
549,0.435,0.648,0.23,0.758,400ppm,1-Propanol
550,0.443,0.639,0.235,0.736,400ppm,1-Propanol
551,0.445,0.642,0.243,0.731,400ppm,1-Propanol
552,0.437,0.63,0.23,0.751,400ppm,1-Propanol
553,0.435,0.643,0.25,0.733,400ppm,1-Propanol
554,0.441,0.63,0.237,0.77,400ppm,1-Propanol
555,0.448,0.633,0.25,0.756,400ppm,1-Propanol
556,0.449,0.649,0.247,0.747,400ppm,1-Propanol
557,0.44,0.651,0.251,0.748,400ppm,1-Propanol
558,0.442,0.639,0.256,0.763,400ppm,1-Propanol
559,0.445,0.634,0.246,0.737,400ppm,1-Propanol
560,0.442,0.638,0.233,0.757,400ppm,1-Propanol
561,0.439,0.65,0.255,0.737,400ppm,1-Propanol
562,0.441,0.639,0.249,0.74,400ppm,1-Propanol
563,0.44,0.639,0.23,0.741,400ppm,1-Propanol
564,0.441,0.652,0.25,0.756,400ppm,1-Propanol
565,0.443,0.649,0.255,0.767,400ppm,1-Propanol
566,0.45,0.641,0.231,0.764,400ppm,1-Propanol
567,0.439,0.65,0.25,0.744,400ppm,1-Propanol
568,0.441,0.639,0.238,0.737,400ppm,1-Propanol
569,0.442,0.638,0.24,0.766,400ppm,1-Propanol
570,0.447,0.635,0.242,0.769,400ppm,1-Propanol
571,0.447,0.631,0.248,0.735,400ppm,1-Propanol
572,0.436,0.648,0.252,0.735,400ppm,1-Propanol
573,0.449,0.632,0.245,0.774,400ppm,1-Propanol
574,0.445,0.649,0.252,0.741,400ppm,1-Propanol
575,0.448,0.638,0.243,0.744,400ppm,1-Propanol
576,0.445,0.632,0.231,0.752,400ppm,1-Propanol
577,0.448,0.646,0.243,0.76,400ppm,1-Propanol
578,0.443,0.646,0.23,0.759,400ppm,1-Propanol
579,0.447,0.639,0.251,0.747,400ppm,1-Propanol
580,0.444,0.633,0.255,0.767,400ppm,1-Propanol
581,0.445,0.634,0.234,0.765,400ppm,1-Propanol
582,0.447,0.635,0.243,0.766,400ppm,1-Propanol
583,0.438,0.65,0.232,0.733,400ppm,1-Propanol
584,0.437,0.649,0.235,0.768,400ppm,1-Propanol
585,0.45,0.651,0.252,0.744,400ppm,1-Propanol
586,0.441,0.638,0.232,0.763,400ppm,1-Propanol
587,0.437,0.652,0.231,0.738,400ppm,1-Propanol
588,0.446,0.632,0.233,0.738,400ppm,1-Propanol
589,0.436,0.64,0.236,0.741,400ppm,1-Propanol
590,0.436,0.638,0.238,0.749,400ppm,1-Propanol
591,0.443,0.649,0.234,0.775,400ppm,1-Propanol
592,0.436,0.64,0.239,0.775,400ppm,1-Propanol
593,0.442,0.634,0.233,0.733,400ppm,1-Propanol
594,0.444,0.645,0.238,0.744,400ppm,1-Propanol
595,0.45,0.641,0.232,0.775,400ppm,1-Propanol
596,0.449,0.652,0.251,0.743,400ppm,1-Propanol
597,0.436,0.643,0.243,0.745,400ppm,1-Propanol
598,0.447,0.645,0.248,0.737,400ppm,1-Propanol
599,0.45,0.638,0.246,0.73,400ppm,1-Propanol
600,0.449,0.645,0.252,0.741,400ppm,1-Propanol
601,0.435,0.647,0.256,0.747,400ppm,1-Propanol
602,0.436,0.646,0.242,0.761,400ppm,1-Propanol
603,0.435,0.651,0.236,0.769,400ppm,1-Propanol
604,0.196,0.305,0.216,0.379,400ppm,1-Butanol
605,0.196,0.305,0.217,0.382,400ppm,Methanol
606,0.192,0.301,0.217,0.37,400ppm,Methanol
607,0.194,0.3,0.222,0.381,400ppm,1-Butanol
608,0.195,0.313,0.216,0.365,400ppm,1-Butanol
609,0.196,0.311,0.218,0.362,400ppm,1-Butanol
610,0.191,0.312,0.212,0.383,400ppm,1-Butanol
611,0.194,0.307,0.222,0.375,400ppm,1-Butanol
612,0.2,0.291,0.21,0.364,400ppm,Ethanol
613,0.19,0.296,0.221,0.377,400ppm,Ethanol
614,0.195,0.299,0.217,0.374,400ppm,Ethanol
615,0.196,0.31,0.225,0.369,400ppm,Ethanol
616,0.192,0.291,0.223,0.363,400ppm,1-Propanol
617,0.194,0.293,0.21,0.367,400ppm,1-Propanol
618,0.195,0.308,0.224,0.365,400ppm,1-Propanol
619,0.198,0.297,0.213,0.381,400ppm,1-Propanol
620,0.19,0.311,0.215,0.384,400ppm,1-Propanol
621,0.194,0.311,0.217,0.364,400ppm,1-Propanol
622,0.193,0.302,0.217,0.37,400ppm,1-Butanol
623,0.199,0.312,0.21,0.377,400ppm,1-Butanol
624,0.2,0.302,0.219,0.362,400ppm,1-Butanol
625,0.193,0.302,0.224,0.364,400ppm,1-Butanol
626,0.196,0.303,0.213,0.369,400ppm,1-Butanol
627,0.199,0.31,0.216,0.36,400ppm,1-Butanol
628,0.194,0.304,0.219,0.369,400ppm,1-Butanol
629,0.194,0.305,0.216,0.371,400ppm,1-Butanol
630,0.192,0.312,0.222,0.375,400ppm,1-Butanol
631,0.193,0.302,0.215,0.378,400ppm,1-Butanol
632,0.191,0.294,0.215,0.371,400ppm,1-Butanol
633,0.194,0.31,0.216,0.372,400ppm,1-Butanol
634,0.194,0.304,0.224,0.383,400ppm,1-Butanol
635,0.195,0.314,0.211,0.381,400ppm,1-Butanol
636,0.2,0.311,0.212,0.363,400ppm,1-Butanol
637,0.198,0.302,0.214,0.384,400ppm,1-Butanol
638,0.196,0.292,0.224,0.367,400ppm,1-Butanol
639,0.195,0.294,0.224,0.364,400ppm,1-Butanol
640,0.191,0.306,0.213,0.366,400ppm,1-Butanol
641,0.192,0.303,0.212,0.368,400ppm,1-Butanol
642,0.199,0.304,0.211,0.369,400ppm,1-Butanol
643,0.193,0.29,0.223,0.365,400ppm,1-Butanol
644,0.196,0.292,0.22,0.368,400ppm,1-Butanol
645,0.197,0.291,0.219,0.364,400ppm,1-Butanol
646,0.194,0.291,0.225,0.379,400ppm,1-Butanol
647,0.191,0.307,0.219,0.369,400ppm,1-Butanol
648,0.198,0.293,0.211,0.385,400ppm,1-Butanol
649,0.195,0.296,0.214,0.381,400ppm,1-Butanol
650,0.195,0.294,0.224,0.365,400ppm,1-Butanol
651,0.19,0.304,0.219,0.382,400ppm,1-Butanol
652,0.199,0.294,0.212,0.372,400ppm,1-Butanol
653,0.195,0.31,0.221,0.365,400ppm,1-Butanol
654,0.2,0.296,0.213,0.38,400ppm,1-Butanol
655,0.195,0.315,0.215,0.364,400ppm,1-Butanol
656,0.199,0.308,0.21,0.361,400ppm,1-Butanol
657,0.191,0.297,0.217,0.375,400ppm,1-Butanol
658,0.198,0.3,0.212,0.376,400ppm,1-Butanol
659,0.196,0.312,0.213,0.366,400ppm,1-Butanol
660,0.192,0.305,0.223,0.365,400ppm,1-Butanol
661,0.193,0.308,0.217,0.367,400ppm,1-Butanol
662,0.196,0.298,0.225,0.363,400ppm,1-Butanol
663,0.192,0.313,0.222,0.384,400ppm,1-Butanol
664,0.196,0.29,0.215,0.368,400ppm,1-Butanol
665,0.196,0.305,0.211,0.367,400ppm,1-Butanol
666,0.193,0.301,0.222,0.381,400ppm,1-Butanol
667,0.19,0.315,0.218,0.379,400ppm,1-Butanol
668,0.197,0.311,0.223,0.362,400ppm,1-Butanol
669,0.19,0.299,0.218,0.385,400ppm,1-Butanol
670,0.196,0.304,0.22,0.361,400ppm,1-Butanol
671,0.2,0.303,0.22,0.382,400ppm,1-Butanol
672,0.19,0.292,0.221,0.361,400ppm,1-Butanol
673,0.197,0.301,0.225,0.378,400ppm,1-Butanol
674,0.19,0.302,0.214,0.38,400ppm,1-Butanol
675,0.194,0.311,0.22,0.384,400ppm,1-Butanol
676,0.199,0.29,0.222,0.37,400ppm,1-Butanol
677,0.199,0.292,0.22,0.369,400ppm,1-Butanol
678,0.2,0.314,0.213,0.366,400ppm,1-Butanol
679,0.195,0.308,0.219,0.37,400ppm,1-Butanol
680,0.192,0.302,0.225,0.382,400ppm,1-Butanol
681,0.191,0.313,0.21,0.383,400ppm,1-Butanol
682,0.194,0.303,0.212,0.361,400ppm,1-Butanol
683,0.19,0.299,0.214,0.374,400ppm,1-Butanol
684,0.196,0.313,0.215,0.376,400ppm,1-Butanol
685,0.193,0.305,0.22,0.381,400ppm,Methanol
686,0.192,0.296,0.222,0.362,400ppm,Methanol
687,0.19,0.314,0.225,0.366,400ppm,1-Butanol
688,0.198,0.29,0.214,0.384,400ppm,1-Propanol
689,0.198,0.294,0.219,0.384,400ppm,1-Butanol
690,0.19,0.305,0.222,0.366,400ppm,1-Butanol
691,0.194,0.304,0.213,0.376,400ppm,1-Butanol
692,0.193,0.304,0.216,0.373,400ppm,1-Butanol
693,0.193,0.296,0.225,0.365,400ppm,1-Butanol
694,0.193,0.299,0.222,0.365,400ppm,1-Butanol
695,0.196,0.297,0.214,0.362,400ppm,1-Butanol
696,0.191,0.292,0.221,0.372,400ppm,1-Butanol
697,0.193,0.294,0.218,0.363,400ppm,1-Butanol
698,0.194,0.309,0.215,0.382,400ppm,1-Butanol
699,0.194,0.301,0.216,0.377,400ppm,1-Butanol
700,0.19,0.291,0.219,0.373,400ppm,1-Butanol
701,0.195,0.296,0.217,0.369,400ppm,1-Butanol
702,0.197,0.306,0.218,0.384,400ppm,1-Butanol
703,0.197,0.306,0.22,0.385,400ppm,1-Butanol
704,0.197,0.311,0.221,0.382,400ppm,1-Butanol
705,0.195,0.291,0.21,0.382,400ppm,1-Butanol
706,0.197,0.295,0.224,0.378,400ppm,1-Butanol
707,0.195,0.315,0.214,0.375,400ppm,1-Butanol
708,0.2,0.307,0.219,0.37,400ppm,1-Butanol
709,0.196,0.305,0.217,0.37,400ppm,1-Butanol
710,0.192,0.298,0.221,0.376,400ppm,1-Butanol
711,0.191,0.306,0.213,0.368,400ppm,1-Butanol
712,0.197,0.295,0.211,0.364,400ppm,1-Butanol
713,0.195,0.29,0.216,0.385,400ppm,1-Butanol
714,0.199,0.296,0.224,0.369,400ppm,1-Butanol
715,0.195,0.302,0.216,0.363,400ppm,1-Butanol
716,0.19,0.292,0.22,0.381,400ppm,1-Butanol
717,0.192,0.295,0.224,0.36,400ppm,1-Butanol
718,0.196,0.296,0.224,0.384,400ppm,1-Butanol
719,0.196,0.306,0.212,0.378,400ppm,1-Butanol
720,0.199,0.295,0.217,0.383,400ppm,1-Butanol
721,0.199,0.296,0.218,0.384,400ppm,1-Butanol
722,0.198,0.309,0.212,0.362,400ppm,1-Butanol
723,0.195,0.29,0.22,0.38,400ppm,1-Butanol
724,0.193,0.311,0.221,0.382,400ppm,1-Butanol
725,0.195,0.292,0.211,0.369,400ppm,1-Butanol
726,0.192,0.313,0.224,0.385,400ppm,1-Butanol
727,0.198,0.296,0.212,0.361,400ppm,1-Butanol
728,0.197,0.298,0.221,0.369,400ppm,1-Butanol
729,0.195,0.296,0.225,0.381,400ppm,1-Butanol
730,0.19,0.313,0.211,0.378,400ppm,1-Butanol
731,0.196,0.292,0.214,0.379,400ppm,1-Butanol
732,0.198,0.29,0.218,0.372,400ppm,1-Butanol
733,0.191,0.298,0.215,0.369,400ppm,1-Butanol
734,0.193,0.295,0.222,0.36,400ppm,1-Butanol
735,0.193,0.312,0.225,0.378,400ppm,1-Butanol
736,0.199,0.293,0.213,0.365,400ppm,1-Butanol
737,0.192,0.298,0.213,0.372,400ppm,1-Butanol
738,0.193,0.314,0.213,0.367,400ppm,1-Butanol
739,0.195,0.301,0.224,0.361,400ppm,1-Butanol
740,0.193,0.304,0.214,0.376,400ppm,1-Butanol
741,0.199,0.299,0.214,0.381,400ppm,1-Butanol
742,0.191,0.308,0.214,0.38,400ppm,1-Butanol
743,0.196,0.295,0.22,0.385,400ppm,1-Butanol
744,0.19,0.304,0.211,0.382,400ppm,1-Butanol
745,0.191,0.312,0.22,0.36,400ppm,1-Butanol
746,0.194,0.292,0.21,0.36,400ppm,1-Butanol
747,0.193,0.305,0.222,0.382,400ppm,1-Butanol
748,0.196,0.312,0.212,0.37,400ppm,1-Butanol
749,0.192,0.297,0.217,0.384,400ppm,1-Butanol
750,0.193,0.304,0.218,0.365,400ppm,1-Butanol
751,0.193,0.305,0.216,0.375,400ppm,1-Butanol
752,0.193,0.314,0.21,0.368,400ppm,1-Butanol
753,0.192,0.29,0.22,0.375,400ppm,1-Butanol
754,0.19,0.298,0.212,0.375,400ppm,1-Butanol
755,0.197,0.297,0.212,0.368,400ppm,1-Butanol
756,0.2,0.295,0.22,0.361,400ppm,1-Butanol
757,0.199,0.301,0.21,0.38,400ppm,1-Butanol
758,0.192,0.297,0.212,0.364,400ppm,1-Butanol
759,0.19,0.313,0.224,0.368,400ppm,1-Butanol
760,0.196,0.305,0.213,0.382,400ppm,1-Butanol
761,0.196,0.313,0.219,0.361,400ppm,1-Butanol
762,0.197,0.313,0.21,0.363,400ppm,1-Butanol
763,0.192,0.315,0.216,0.385,400ppm,1-Butanol
764,0.196,0.308,0.221,0.381,400ppm,1-Butanol
765,0.198,0.314,0.223,0.367,400ppm,1-Butanol
766,0.192,0.311,0.225,0.369,400ppm,1-Butanol
767,0.191,0.315,0.22,0.361,400ppm,1-Butanol
768,0.194,0.295,0.219,0.376,400ppm,1-Butanol
769,0.191,0.302,0.21,0.382,400ppm,1-Butanol
770,0.194,0.306,0.217,0.368,400ppm,1-Butanol
771,0.193,0.313,0.218,0.362,400ppm,1-Butanol
772,0.19,0.294,0.22,0.369,400ppm,1-Butanol
773,0.192,0.307,0.211,0.383,400ppm,1-Butanol
774,0.191,0.29,0.21,0.375,400ppm,1-Butanol
775,0.192,0.302,0.224,0.366,400ppm,1-Butanol
776,0.196,0.301,0.225,0.368,400ppm,1-Butanol
777,0.19,0.304,0.213,0.361,400ppm,1-Butanol
778,0.2,0.308,0.21,0.361,400ppm,1-Butanol
779,0.199,0.313,0.222,0.377,400ppm,1-Butanol
780,0.197,0.315,0.223,0.384,400ppm,1-Butanol
781,0.192,0.305,0.212,0.376,400ppm,1-Butanol
782,0.192,0.307,0.21,0.369,400ppm,1-Butanol
783,0.199,0.31,0.216,0.378,400ppm,1-Butanol
784,0.19,0.31,0.218,0.37,400ppm,1-Butanol
785,0.192,0.314,0.219,0.377,400ppm,1-Butanol
786,0.19,0.305,0.21,0.382,400ppm,1-Butanol
787,0.196,0.292,0.225,0.379,400ppm,1-Butanol
788,0.192,0.302,0.217,0.361,400ppm,1-Butanol
789,0.191,0.297,0.213,0.365,400ppm,1-Butanol
790,0.196,0.295,0.222,0.373,400ppm,1-Butanol
791,0.191,0.312,0.225,0.376,400ppm,1-Butanol
792,0.194,0.293,0.225,0.384,400ppm,1-Butanol
793,0.197,0.315,0.214,0.374,400ppm,1-Butanol
794,0.194,0.299,0.213,0.385,400ppm,1-Butanol
795,0.196,0.315,0.215,0.381,400ppm,1-Butanol
796,0.2,0.311,0.223,0.383,400ppm,1-Butanol
797,0.195,0.298,0.216,0.378,400ppm,1-Butanol
798,0.192,0.293,0.211,0.368,400ppm,1-Butanol
799,0.194,0.299,0.21,0.372,400ppm,1-Butanol
800,0.197,0.292,0.223,0.385,400ppm,1-Butanol
801,0.2,0.313,0.213,0.365,400ppm,1-Butanol
802,0.2,0.309,0.219,0.377,400ppm,1-Butanol
803,0.198,0.315,0.221,0.38,400ppm,1-Butanol
804,0.199,0.291,0.219,0.372,400ppm,1-Butanol
